1,0.967675,0.000150591,0.000145723
2,1.0287,0.000602272,0.000619555
3,-4.31109,0.00135477,-0.00584055
4,7.59604,0.00240764,0.0182885
5,-5.4189,0.00376023,-0.0203763
6,1.16127,0.00541175,0.00628448
7,-0.434331,0.00736118,-0.00319719
8,0.366112,0.00960736,0.00351737
9,1.27459,0.0121489,0.0154849
10,-3.30794,0.0149844,-0.0495674
11,5.23142,0.018112,0.0947512
12,-6.59979,0.0215298,-0.142092
13,3.76886,0.0252359,0.0951105
14,1.19343,0.029228,0.0348816
15,-0.748955,0.0335036,-0.0250927
16,-6.00001,0.0380602,-0.228362
17,9.62313,0.0428951,0.412785
18,-5.57786,0.0480054,-0.267767
19,1.08297,0.0533878,0.0578174
20,1.27691,0.0590394,0.075388
21,-1.87511,0.0649565,-0.121801
22,0.745135,0.0711357,0.0530057
23,-0.110515,0.0775732,-0.00857301
24,0.36293,0.0842652,0.0305823
25,-0.653334,0.0912076,-0.059589
26,0.557869,0.0983962,0.0548922
27,0.117559,0.105827,0.0124408
28,-0.577266,0.113495,-0.0655167
29,-0.0056727,0.121396,-0.000688641
30,0.402724,0.129524,0.0521626
31,3.05107e-05,0.137876,4.2067e-06
32,-0.262163,0.146447,-0.0383929
33,0.138221,0.15523,0.021456
34,0.0826554,0.164221,0.0135737
35,-0.59794,0.173414,-0.103691
36,0.994339,0.182803,0.181769
37,-0.638654,0.192384,-0.122867
38,0.165271,0.20215,0.0334096
39,-0.123644,0.212096,-0.0262244
40,0.0851388,0.222215,0.0189191
41,0.183305,0.232501,0.0426187
42,-0.35659,0.242949,-0.086633
43,0.443744,0.253551,0.112512
44,-0.373944,0.264302,-0.098834
45,0.0205551,0.275194,0.00565665
46,-0.0963884,0.286222,-0.0275885
47,0.240182,0.297379,0.0714253
48,0.203544,0.308658,0.0628256
49,-0.283553,0.320052,-0.0907518
50,-0.111456,0.331555,-0.0369538
51,0.25507,0.343159,0.0875296
52,-0.170147,0.354858,-0.060378
53,0.168532,0.366644,0.0617913
54,-0.198831,0.37851,-0.0752597
55,0.179571,0.390449,0.0701135
56,-0.182809,0.402455,-0.0735723
57,0.139778,0.414519,0.0579405
58,-0.109076,0.426635,-0.0465358
59,0.147283,0.438795,0.0646272
60,-0.121445,0.450991,-0.0547708
61,-0.0677707,0.463218,-0.0313926
62,0.285628,0.475466,0.135807
63,-0.241849,0.487729,-0.117957
64,0.000705706,0.5,0.000352853
65,0.0455564,0.512271,0.0233372
66,0.0799101,0.524534,0.0419156
67,-0.0937094,0.536782,-0.0503015
68,0.00533213,0.549009,0.00292738
69,0.0298643,0.561205,0.01676
70,0.00413029,0.573365,0.00236817
71,-0.034367,0.585481,-0.0201212
72,0.0757325,0.597545,0.0452536
73,-0.090813,0.609551,-0.0553551
74,0.0896968,0.62149,0.0557457
75,-0.156773,0.633356,-0.0992935
76,0.201271,0.645142,0.129848
